id,viewed_at,public_letter_id,user_id
67,2025-01-18 17:00:56.187265,305,7
68,2025-01-18 17:00:56.187265,204,7
69,2025-01-18 17:00:56.187265,206,7
70,2025-01-18 17:00:56.187265,199,7
71,2025-01-18 17:00:56.187265,604,8
72,2025-01-18 17:00:56.187265,578,8
73,2025-01-18 17:00:56.187265,620,8
74,2025-01-18 17:00:56.187265,469,8
75,2025-01-18 17:00:56.187265,415,8
76,2025-01-18 17:00:56.187265,254,8
77,2025-01-18 17:00:56.187265,504,8
78,2025-01-18 17:00:56.187265,570,8
79,2025-01-18 17:00:56.187265,528,8
80,2025-01-18 17:00:56.187265,422,8
81,2025-01-18 17:00:56.187265,386,9
82,2025-01-18 17:00:56.187265,429,9
83,2025-01-18 17:00:56.187265,269,9
84,2025-01-18 17:00:56.187265,435,9
85,2025-01-18 17:00:56.187265,351,9
86,2025-01-18 17:00:56.187265,458,9
87,2025-01-18 17:00:56.187265,517,9
88,2025-01-18 17:00:56.187265,643,9
89,2025-01-18 17:00:56.187265,573,9
90,2025-01-18 17:00:56.187265,548,9
91,2025-01-18 17:00:56.187265,321,10
92,2025-01-18 17:00:56.187265,438,10
93,2025-01-18 17:00:56.187265,577,10
94,2025-01-18 17:00:56.187265,447,10
95,2025-01-18 17:00:56.187265,260,10
96,2025-01-18 17:00:56.187265,269,10
97,2025-01-18 17:00:56.187265,614,10
98,2025-01-18 17:00:56.187265,569,10
99,2025-01-18 17:00:56.187265,473,10
100,2025-01-18 17:00:56.187265,370,10
101,2025-01-18 17:00:56.187265,574,11
102,2025-01-18 17:00:56.187265,232,11
103,2025-01-18 17:00:56.187265,417,11
104,2025-01-18 17:00:56.187265,203,11
105,2025-01-18 17:00:56.187265,496,11
106,2025-01-18 17:00:56.187265,275,11
107,2025-01-18 17:00:56.188293,381,11
108,2025-01-18 17:00:56.188293,656,11
109,2025-01-18 17:00:56.188293,406,11
110,2025-01-18 17:00:56.188293,471,11
111,2025-01-18 17:00:56.188293,327,12
112,2025-01-18 17:00:56.188293,480,12
113,2025-01-18 17:00:56.188293,365,12
114,2025-01-18 17:00:56.188293,271,12
115,2025-01-18 17:00:56.188293,492,12
116,2025-01-18 17:00:56.188293,244,12
117,2025-01-18 17:00:56.188293,582,12
118,2025-01-18 17:00:56.188293,223,12
119,2025-01-18 17:00:56.188293,510,12
120,2025-01-18 17:00:56.188293,466,12
121,2025-01-18 17:00:56.188293,469,13
122,2025-01-18 17:00:56.188293,263,13
123,2025-01-18 17:00:56.188293,222,13
124,2025-01-18 17:00:56.188293,484,13
125,2025-01-18 17:00:56.188293,277,13
126,2025-01-18 17:00:56.188293,274,13
127,2025-01-18 17:00:56.188293,628,13
128,2025-01-18 17:00:56.188293,537,13
129,2025-01-18 17:00:56.188293,344,13
130,2025-01-18 17:00:56.188293,592,13
131,2025-01-18 17:00:56.188293,442,14
132,2025-01-18 17:00:56.188293,458,14
133,2025-01-18 17:00:56.188293,531,14
134,2025-01-18 17:00:56.188293,664,14
135,2025-01-18 17:00:56.188293,469,14
136,2025-01-18 17:00:56.188293,643,14
137,2025-01-18 17:00:56.188293,415,14
138,2025-01-18 17:00:56.188293,479,14
139,2025-01-18 17:00:56.188293,359,14
140,2025-01-18 17:00:56.188293,323,14
141,2025-01-18 17:00:56.188293,374,15
142,2025-01-18 17:00:56.188293,206,15
143,2025-01-18 17:00:56.188293,493,15
144,2025-01-18 17:00:56.188293,349,15
145,2025-01-18 17:00:56.188293,559,15
146,2025-01-18 17:00:56.188293,565,15
147,2025-01-18 17:00:56.188293,461,15
148,2025-01-18 17:00:56.188293,620,15
149,2025-01-18 17:00:56.188293,379,15
150,2025-01-18 17:00:56.188293,295,15
151,2025-01-18 17:00:56.188293,636,16
152,2025-01-18 17:00:56.188293,224,16
153,2025-01-18 17:00:56.188293,259,16
154,2025-01-18 17:00:56.188293,422,16
155,2025-01-18 17:00:56.188293,444,16
156,2025-01-18 17:00:56.188293,565,16
157,2025-01-18 17:00:56.188293,386,16
158,2025-01-18 17:00:56.188293,391,16
159,2025-01-18 17:00:56.188293,429,16
160,2025-01-18 17:00:56.188293,443,16
161,2025-01-18 17:00:56.188293,376,17
162,2025-01-18 17:00:56.188293,468,17
163,2025-01-18 17:00:56.188293,199,17
164,2025-01-18 17:00:56.188293,322,17
165,2025-01-18 17:00:56.188293,627,17
166,2025-01-18 17:00:56.188293,364,17
167,2025-01-18 17:00:56.188293,496,17
168,2025-01-18 17:00:56.188293,497,17
169,2025-01-18 17:00:56.188293,514,17
170,2025-01-18 17:00:56.188293,383,17
171,2025-01-18 17:00:56.188293,542,18
172,2025-01-18 17:00:56.188293,407,18
173,2025-01-18 17:00:56.188293,379,18
174,2025-01-18 17:00:56.188293,501,18
175,2025-01-18 17:00:56.188293,332,18
176,2025-01-18 17:00:56.188293,285,18
177,2025-01-18 17:00:56.188293,281,18
178,2025-01-18 17:00:56.188293,412,18
179,2025-01-18 17:00:56.188293,302,18
180,2025-01-18 17:00:56.188293,351,18
181,2025-01-18 17:00:56.188293,580,19
182,2025-01-18 17:00:56.188293,351,19
183,2025-01-18 17:00:56.188293,306,19
184,2025-01-18 17:00:56.188293,283,19
185,2025-01-18 17:00:56.188293,522,19
186,2025-01-18 17:00:56.188293,212,19
187,2025-01-18 17:00:56.188293,592,19
188,2025-01-18 17:00:56.188293,525,19
189,2025-01-18 17:00:56.188293,578,19
190,2025-01-18 17:00:56.188293,487,19
191,2025-01-18 17:00:56.188293,454,20
192,2025-01-18 17:00:56.188293,415,20
193,2025-01-18 17:00:56.188293,520,20
194,2025-01-18 17:00:56.188293,359,20
195,2025-01-18 17:00:56.188293,249,20
196,2025-01-18 17:00:56.188293,324,20
197,2025-01-18 17:00:56.188293,225,20
198,2025-01-18 17:00:56.188293,235,20
199,2025-01-18 17:00:56.188293,568,20
200,2025-01-18 17:00:56.188293,360,20
201,2025-01-18 17:00:56.188293,454,21
202,2025-01-18 17:00:56.189292,560,21
203,2025-01-18 17:00:56.189292,532,21
204,2025-01-18 17:00:56.189292,577,21
205,2025-01-18 17:00:56.189292,526,21
206,2025-01-18 17:00:56.189292,557,21
207,2025-01-18 17:00:56.189292,331,21
208,2025-01-18 17:00:56.189292,517,21
209,2025-01-18 17:00:56.189292,323,21
210,2025-01-18 17:00:56.189292,236,21
211,2025-01-18 17:00:56.189292,608,22
212,2025-01-18 17:00:56.189292,512,22
213,2025-01-18 17:00:56.189292,523,22
214,2025-01-18 17:00:56.189292,348,22
215,2025-01-18 17:00:56.189292,556,22
216,2025-01-18 17:00:56.189292,542,22
217,2025-01-18 17:00:56.189292,221,22
218,2025-01-18 17:00:56.189292,405,22
219,2025-01-18 17:00:56.189292,540,22
220,2025-01-18 17:00:56.189292,559,22
221,2025-01-18 17:00:56.189292,435,23
222,2025-01-18 17:00:56.189292,446,23
223,2025-01-18 17:00:56.189292,579,23
224,2025-01-18 17:00:56.189292,618,23
225,2025-01-18 17:00:56.189292,277,23
226,2025-01-18 17:00:56.189292,536,23
227,2025-01-18 17:00:56.189292,513,23
228,2025-01-18 17:00:56.189292,503,23
229,2025-01-18 17:00:56.189292,591,23
230,2025-01-18 17:00:56.189292,645,23
231,2025-01-18 17:00:56.189292,498,24
232,2025-01-18 17:00:56.189292,283,24
233,2025-01-18 17:00:56.189292,455,24
234,2025-01-18 17:00:56.189292,465,24
235,2025-01-18 17:00:56.189292,226,24
236,2025-01-18 17:00:56.189292,510,24
237,2025-01-18 17:00:56.189292,615,24
238,2025-01-18 17:00:56.189292,502,24
239,2025-01-18 17:00:56.189292,490,24
240,2025-01-18 17:00:56.189292,446,24
241,2025-01-18 17:00:56.189292,515,25
242,2025-01-18 17:00:56.189292,505,25
243,2025-01-18 17:00:56.189292,366,25
244,2025-01-18 17:00:56.189292,277,25
245,2025-01-18 17:00:56.189292,237,25
246,2025-01-18 17:00:56.189292,522,25
247,2025-01-18 17:00:56.189292,523,25
248,2025-01-18 17:00:56.189292,508,25
249,2025-01-18 17:00:56.189292,609,25
250,2025-01-18 17:00:56.189292,471,25
251,2025-01-18 17:00:56.189292,377,26
252,2025-01-18 17:00:56.189292,394,26
253,2025-01-18 17:00:56.189292,455,26
254,2025-01-18 17:00:56.189292,289,26
255,2025-01-18 17:00:56.189292,203,26
256,2025-01-18 17:00:56.189292,200,26
257,2025-01-18 17:00:56.189292,304,26
258,2025-01-18 17:00:56.189292,557,26
259,2025-01-18 17:00:56.189292,629,26
260,2025-01-18 17:00:56.189292,249,26
261,2025-01-18 17:00:56.189292,281,27
262,2025-01-18 17:00:56.189292,614,27
263,2025-01-18 17:00:56.189292,250,27
264,2025-01-18 17:00:56.189292,207,27
265,2025-01-18 17:00:56.189292,372,27
266,2025-01-18 17:00:56.189292,240,27
267,2025-01-18 17:00:56.189292,208,27
268,2025-01-18 17:00:56.189292,248,27
269,2025-01-18 17:00:56.189292,436,27
270,2025-01-18 17:00:56.189292,211,27
271,2025-01-18 17:00:56.189292,251,28
272,2025-01-18 17:00:56.189292,319,28
273,2025-01-18 17:00:56.189292,600,28
274,2025-01-18 17:00:56.189292,602,28
275,2025-01-18 17:00:56.189292,515,28
276,2025-01-18 17:00:56.189292,468,28
277,2025-01-18 17:00:56.189292,371,28
278,2025-01-18 17:00:56.189292,635,28
279,2025-01-18 17:00:56.189292,204,28
280,2025-01-18 17:00:56.189292,362,28
281,2025-01-18 17:00:56.189292,600,29
282,2025-01-18 17:00:56.189292,273,29
283,2025-01-18 17:00:56.189292,290,29
284,2025-01-18 17:00:56.189292,518,29
285,2025-01-18 17:00:56.189292,526,29
286,2025-01-18 17:00:56.189292,372,29
287,2025-01-18 17:00:56.189292,516,29
288,2025-01-18 17:00:56.189292,248,29
289,2025-01-18 17:00:56.189292,498,29
290,2025-01-18 17:00:56.189292,573,29
291,2025-01-18 17:00:56.189292,483,30
292,2025-01-18 17:00:56.189292,450,30
293,2025-01-18 17:00:56.189292,346,30
294,2025-01-18 17:00:56.189292,333,30
295,2025-01-18 17:00:56.189292,486,30
296,2025-01-18 17:00:56.189292,509,30
297,2025-01-18 17:00:56.189292,638,30
298,2025-01-18 17:00:56.190288,273,30
299,2025-01-18 17:00:56.190288,262,30
300,2025-01-18 17:00:56.190288,228,30
301,2025-01-18 17:00:56.190288,433,31
302,2025-01-18 17:00:56.190288,649,31
303,2025-01-18 17:00:56.190288,291,31
304,2025-01-18 17:00:56.190288,198,31
305,2025-01-18 17:00:56.190288,256,31
306,2025-01-18 17:00:56.190288,229,31
307,2025-01-18 17:00:56.190288,269,31
308,2025-01-18 17:00:56.190288,538,31
309,2025-01-18 17:00:56.190288,647,31
310,2025-01-18 17:00:56.190288,279,31
311,2025-01-18 17:00:56.190288,247,32
312,2025-01-18 17:00:56.190288,198,32
313,2025-01-18 17:00:56.190288,482,32
314,2025-01-18 17:00:56.190288,407,32
315,2025-01-18 17:00:56.190288,586,32
316,2025-01-18 17:00:56.190288,469,32
317,2025-01-18 17:00:56.190288,599,32
318,2025-01-18 17:00:56.190288,419,32
319,2025-01-18 17:00:56.190288,363,32
320,2025-01-18 17:00:56.190288,530,32
321,2025-01-18 17:00:56.190288,624,33
322,2025-01-18 17:00:56.190288,209,33
323,2025-01-18 17:00:56.190288,539,33
324,2025-01-18 17:00:56.190288,612,33
325,2025-01-18 17:00:56.190288,434,33
326,2025-01-18 17:00:56.190288,263,33
327,2025-01-18 17:00:56.190288,419,33
328,2025-01-18 17:00:56.190288,534,33
329,2025-01-18 17:00:56.190288,446,33
330,2025-01-18 17:00:56.190288,637,33
331,2025-01-18 17:00:56.190288,252,34
332,2025-01-18 17:00:56.190288,660,34
333,2025-01-18 17:00:56.190288,347,34
334,2025-01-18 17:00:56.202043,612,34
335,2025-01-18 17:00:56.202043,458,34
336,2025-01-18 17:00:56.202043,528,34
337,2025-01-18 17:00:56.202043,403,34
338,2025-01-18 17:00:56.202043,277,34
339,2025-01-18 17:00:56.202043,270,34
340,2025-01-18 17:00:56.202043,591,34
341,2025-01-18 17:00:56.202043,504,35
342,2025-01-18 17:00:56.202043,204,35
343,2025-01-18 17:00:56.202043,444,35
344,2025-01-18 17:00:56.202043,226,35
345,2025-01-18 17:00:56.202043,605,35
346,2025-01-18 17:00:56.202043,365,35
347,2025-01-18 17:00:56.202043,391,35
348,2025-01-18 17:00:56.202043,282,35
349,2025-01-18 17:00:56.202043,281,35
350,2025-01-18 17:00:56.202043,331,35
351,2025-01-18 17:00:56.202043,311,36
352,2025-01-18 17:00:56.202043,432,36
353,2025-01-18 17:00:56.202043,651,36
354,2025-01-18 17:00:56.202043,555,36
355,2025-01-18 17:00:56.202043,213,36
356,2025-01-18 17:00:56.202043,643,36
357,2025-01-18 17:00:56.202043,479,36
358,2025-01-18 17:00:56.202043,282,36
359,2025-01-18 17:00:56.202043,378,36
360,2025-01-18 17:00:56.202043,629,36
361,2025-01-18 17:00:56.202043,287,37
362,2025-01-18 17:00:56.202043,628,37
363,2025-01-18 17:00:56.202043,595,37
364,2025-01-18 17:00:56.202043,507,37
365,2025-01-18 17:00:56.202043,215,37
366,2025-01-18 17:00:56.202043,253,37
367,2025-01-18 17:00:56.202043,299,37
368,2025-01-18 17:00:56.202043,382,37
369,2025-01-18 17:00:56.202043,461,37
370,2025-01-18 17:00:56.202043,485,37
371,2025-01-18 17:00:56.202043,396,38
372,2025-01-18 17:00:56.202043,323,38
373,2025-01-18 17:00:56.202043,570,38
374,2025-01-18 17:00:56.202043,608,38
375,2025-01-18 17:00:56.202043,511,38
376,2025-01-18 17:00:56.202043,645,38
377,2025-01-18 17:00:56.202043,599,38
378,2025-01-18 17:00:56.202043,259,38
379,2025-01-18 17:00:56.202043,291,38
380,2025-01-18 17:00:56.202043,620,38
381,2025-01-18 17:00:56.202043,194,39
382,2025-01-18 17:00:56.202043,641,39
383,2025-01-18 17:00:56.202043,319,39
384,2025-01-18 17:00:56.202043,655,39
385,2025-01-18 17:00:56.202043,448,39
386,2025-01-18 17:00:56.202043,405,39
387,2025-01-18 17:00:56.202043,255,39
388,2025-01-18 17:00:56.202043,582,39
389,2025-01-18 17:00:56.202043,443,39
390,2025-01-18 17:00:56.202043,643,39
391,2025-01-18 17:00:56.202043,412,40
392,2025-01-18 17:00:56.202043,200,40
393,2025-01-18 17:00:56.202043,529,40
394,2025-01-18 17:00:56.202043,362,40
395,2025-01-18 17:00:56.202043,245,40
396,2025-01-18 17:00:56.202043,562,40
397,2025-01-18 17:00:56.202043,608,40
398,2025-01-18 17:00:56.202043,357,40
399,2025-01-18 17:00:56.202043,302,40
400,2025-01-18 17:00:56.202043,223,40
401,2025-01-18 17:00:56.203043,336,41
402,2025-01-18 17:00:56.203043,494,41
403,2025-01-18 17:00:56.203043,644,41
404,2025-01-18 17:00:56.203043,370,41
405,2025-01-18 17:00:56.203043,359,41
406,2025-01-18 17:00:56.203043,478,41
407,2025-01-18 17:00:56.203043,438,41
408,2025-01-18 17:00:56.203043,570,41
409,2025-01-18 17:00:56.203043,302,41
410,2025-01-18 17:00:56.203043,484,41
411,2025-01-18 17:00:56.203043,497,42
412,2025-01-18 17:00:56.203043,312,42
413,2025-01-18 17:00:56.203043,252,42
414,2025-01-18 17:00:56.203043,526,42
415,2025-01-18 17:00:56.203043,245,42
416,2025-01-18 17:00:56.203043,336,42
417,2025-01-18 17:00:56.203043,219,42
418,2025-01-18 17:00:56.203043,280,42
419,2025-01-18 17:00:56.203043,264,42
420,2025-01-18 17:00:56.203043,654,42
421,2025-01-18 17:00:56.203043,363,43
422,2025-01-18 17:00:56.203043,225,43
423,2025-01-18 17:00:56.203043,471,43
424,2025-01-18 17:00:56.203043,529,43
425,2025-01-18 17:00:56.203043,527,43
426,2025-01-18 17:00:56.203043,513,43
427,2025-01-18 17:00:56.203043,430,43
428,2025-01-18 17:00:56.203043,558,43
429,2025-01-18 17:00:56.203043,629,43
430,2025-01-18 17:00:56.203043,660,43
431,2025-01-18 17:00:56.203043,291,44
432,2025-01-18 17:00:56.203043,501,44
433,2025-01-18 17:00:56.203043,619,44
434,2025-01-18 17:00:56.203043,569,44
435,2025-01-18 17:00:56.203043,347,44
436,2025-01-18 17:00:56.203043,597,44
437,2025-01-18 17:00:56.203043,371,44
438,2025-01-18 17:00:56.203043,216,44
439,2025-01-18 17:00:56.203043,602,44
440,2025-01-18 17:00:56.203043,491,44
441,2025-01-18 17:00:56.203043,215,45
442,2025-01-18 17:00:56.203043,487,45
443,2025-01-18 17:00:56.203043,496,45
444,2025-01-18 17:00:56.203043,484,45
445,2025-01-18 17:00:56.203043,229,45
446,2025-01-18 17:00:56.203043,449,45
447,2025-01-18 17:00:56.203043,247,45
448,2025-01-18 17:00:56.203043,440,45
449,2025-01-18 17:00:56.203043,495,45
450,2025-01-18 17:00:56.203043,439,45
451,2025-01-18 17:00:56.203043,652,46
452,2025-01-18 17:00:56.203043,639,46
453,2025-01-18 17:00:56.203043,365,46
454,2025-01-18 17:00:56.203043,461,46
455,2025-01-18 17:00:56.203043,216,46
456,2025-01-18 17:00:56.203043,302,46
457,2025-01-18 17:00:56.203043,468,46
458,2025-01-18 17:00:56.203043,333,46
459,2025-01-18 17:00:56.203043,532,46
460,2025-01-18 17:00:56.203043,458,46
461,2025-01-18 17:00:56.203043,435,47
462,2025-01-18 17:00:56.203043,395,47
463,2025-01-18 17:00:56.203043,273,47
464,2025-01-18 17:00:56.203043,258,47
465,2025-01-18 17:00:56.203043,347,47
466,2025-01-18 17:00:56.203043,557,47
467,2025-01-18 17:00:56.203043,439,47
468,2025-01-18 17:00:56.203043,245,47
469,2025-01-18 17:00:56.203043,295,47
470,2025-01-18 17:00:56.203043,488,47
471,2025-01-18 17:00:56.203043,421,48
472,2025-01-18 17:00:56.203043,445,48
473,2025-01-18 17:00:56.203043,475,48
474,2025-01-18 17:00:56.203043,635,48
475,2025-01-18 17:00:56.203043,301,48
476,2025-01-18 17:00:56.203043,453,48
477,2025-01-18 17:00:56.203043,433,48
478,2025-01-18 17:00:56.203043,610,48
479,2025-01-18 17:00:56.203043,525,48
480,2025-01-18 17:00:56.203043,247,48
481,2025-01-18 17:00:56.203043,379,49
482,2025-01-18 17:00:56.203043,566,49
483,2025-01-18 17:00:56.203043,306,49
484,2025-01-18 17:00:56.203043,635,49
485,2025-01-18 17:00:56.204040,592,49
486,2025-01-18 17:00:56.204040,202,49
487,2025-01-18 17:00:56.204040,204,49
488,2025-01-18 17:00:56.204040,438,49
489,2025-01-18 17:00:56.204040,462,49
490,2025-01-18 17:00:56.204040,292,49
491,2025-01-18 17:00:56.204040,539,50
492,2025-01-18 17:00:56.204040,415,50
493,2025-01-18 17:00:56.204040,543,50
494,2025-01-18 17:00:56.204040,497,50
495,2025-01-18 17:00:56.204040,307,50
496,2025-01-18 17:00:56.204040,323,50
497,2025-01-18 17:00:56.204040,411,50
498,2025-01-18 17:00:56.204040,223,50
499,2025-01-18 17:00:56.204040,593,50
500,2025-01-18 17:00:56.204040,390,50
501,2025-01-18 17:00:56.204040,479,51
502,2025-01-18 17:00:56.204040,419,51
503,2025-01-18 17:00:56.204040,539,51
504,2025-01-18 17:00:56.204040,439,51
505,2025-01-18 17:00:56.204040,569,51
506,2025-01-18 17:00:56.204040,555,51
507,2025-01-18 17:00:56.204040,499,51
508,2025-01-18 17:00:56.204040,591,51
509,2025-01-18 17:00:56.204040,543,51
510,2025-01-18 17:00:56.204040,376,51
511,2025-01-18 17:00:56.204040,267,52
512,2025-01-18 17:00:56.204040,421,52
513,2025-01-18 17:00:56.204040,392,52
514,2025-01-18 17:00:56.204040,426,52
515,2025-01-18 17:00:56.204040,491,52
516,2025-01-18 17:00:56.204040,340,52
517,2025-01-18 17:00:56.204040,545,52
518,2025-01-18 17:00:56.204040,318,52
519,2025-01-18 17:00:56.204040,441,52
520,2025-01-18 17:00:56.204040,652,52
521,2025-01-18 17:00:56.204040,472,53
522,2025-01-18 17:00:56.204040,490,53
523,2025-01-18 17:00:56.204040,358,53
524,2025-01-18 17:00:56.204040,245,53
525,2025-01-18 17:00:56.204040,586,53
526,2025-01-18 17:00:56.204040,536,53
527,2025-01-18 17:00:56.204040,496,53
528,2025-01-18 17:00:56.204040,332,53
529,2025-01-18 17:00:56.204040,288,53
530,2025-01-18 17:00:56.204040,645,53
531,2025-01-18 17:00:56.204040,214,54
532,2025-01-18 17:00:56.204040,627,54
533,2025-01-18 17:00:56.204040,351,54
534,2025-01-18 17:00:56.204040,198,54
535,2025-01-18 17:00:56.204040,220,54
536,2025-01-18 17:00:56.204040,504,54
537,2025-01-18 17:00:56.204040,530,54
538,2025-01-18 17:00:56.204040,348,54
539,2025-01-18 17:00:56.204040,523,54
540,2025-01-18 17:00:56.204040,324,54
541,2025-01-18 17:00:56.204040,284,55
542,2025-01-18 17:00:56.204040,592,55
543,2025-01-18 17:00:56.204040,662,55
544,2025-01-18 17:00:56.204040,381,55
545,2025-01-18 17:00:56.204040,450,55
546,2025-01-18 17:00:56.204040,485,55
547,2025-01-18 17:00:56.204040,266,55
548,2025-01-18 17:00:56.204040,350,55
549,2025-01-18 17:00:56.204040,446,55
550,2025-01-18 17:00:56.204040,377,55
551,2025-01-18 17:00:56.204040,506,56
552,2025-01-18 17:00:56.204040,643,56
553,2025-01-18 17:00:56.204040,584,56
554,2025-01-18 17:00:56.204040,465,56
555,2025-01-18 17:00:56.204040,331,56
556,2025-01-18 17:00:56.204040,404,56
557,2025-01-18 17:00:56.204040,375,56
558,2025-01-18 17:00:56.204040,293,56
559,2025-01-18 17:00:56.204040,590,56
560,2025-01-18 17:00:56.204040,217,56
561,2025-01-18 17:00:56.204040,569,57
562,2025-01-18 17:00:56.204040,302,57
563,2025-01-18 17:00:56.204040,341,57
564,2025-01-18 17:00:56.204040,468,57
565,2025-01-18 17:00:56.204040,368,57
566,2025-01-18 17:00:56.204040,225,57
567,2025-01-18 17:00:56.204040,335,57
568,2025-01-18 17:00:56.204040,391,57
569,2025-01-18 17:00:56.204040,266,57
570,2025-01-18 17:00:56.204040,324,57
571,2025-01-18 17:00:56.204040,364,58
572,2025-01-18 17:00:56.204040,594,58
573,2025-01-18 17:00:56.204040,252,58
574,2025-01-18 17:00:56.204040,534,58
575,2025-01-18 17:00:56.204040,602,58
576,2025-01-18 17:00:56.204040,621,58
577,2025-01-18 17:00:56.204040,444,58
578,2025-01-18 17:00:56.204040,386,58
579,2025-01-18 17:00:56.204040,256,58
580,2025-01-18 17:00:56.205037,521,58
581,2025-01-18 17:00:56.205037,354,59
582,2025-01-18 17:00:56.205037,206,59
583,2025-01-18 17:00:56.205037,610,59
584,2025-01-18 17:00:56.205037,617,59
585,2025-01-18 17:00:56.205037,571,59
586,2025-01-18 17:00:56.205037,424,59
587,2025-01-18 17:00:56.205037,663,59
588,2025-01-18 17:00:56.205037,441,59
589,2025-01-18 17:00:56.205037,398,59
590,2025-01-18 17:00:56.205037,236,59
591,2025-01-18 17:00:56.205037,222,60
592,2025-01-18 17:00:56.205037,390,60
593,2025-01-18 17:00:56.205037,646,60
594,2025-01-18 17:00:56.205037,313,60
595,2025-01-18 17:00:56.205037,349,60
596,2025-01-18 17:00:56.205037,435,60
597,2025-01-18 17:00:56.205037,363,60
598,2025-01-18 17:00:56.205037,199,60
599,2025-01-18 17:00:56.205037,215,60
600,2025-01-18 17:00:56.205037,303,60
601,2025-01-18 17:00:56.205037,206,61
602,2025-01-18 17:00:56.205037,204,61
603,2025-01-18 17:00:56.205037,197,61
604,2025-01-18 17:00:56.205037,298,61
605,2025-01-18 17:00:56.205037,608,61
606,2025-01-18 17:00:56.205037,604,61
607,2025-01-18 17:00:56.205037,474,61
608,2025-01-18 17:00:56.205037,513,61
609,2025-01-18 17:00:56.205037,549,61
610,2025-01-18 17:00:56.205037,610,61
611,2025-01-18 17:00:56.205037,530,62
612,2025-01-18 17:00:56.205037,286,62
613,2025-01-18 17:00:56.205037,416,62
614,2025-01-18 17:00:56.205037,469,62
615,2025-01-18 17:00:56.205037,411,62
616,2025-01-18 17:00:56.205037,500,62
617,2025-01-18 17:00:56.205037,307,62
618,2025-01-18 17:00:56.205037,203,62
619,2025-01-18 17:00:56.205037,502,62
620,2025-01-18 17:00:56.205037,552,62
621,2025-01-18 17:00:56.205037,506,63
622,2025-01-18 17:00:56.205037,289,63
623,2025-01-18 17:00:56.205037,338,63
624,2025-01-18 17:00:56.205037,345,63
625,2025-01-18 17:00:56.205037,422,63
626,2025-01-18 17:00:56.205037,269,63
627,2025-01-18 17:00:56.205037,206,63
628,2025-01-18 17:00:56.205037,416,63
629,2025-01-18 17:00:56.205037,290,63
630,2025-01-18 17:00:56.205037,280,63
631,2025-01-18 17:00:56.205037,468,64
632,2025-01-18 17:00:56.205037,455,64
633,2025-01-18 17:00:56.205037,373,64
634,2025-01-18 17:00:56.205037,579,64
