id,reacted_at,user_id,public_letter_id
63,2025-01-14 17:51:10.326024,63,389
64,2025-01-14 17:51:10.326024,64,213
65,2025-01-14 17:51:10.326024,65,423
66,2025-01-14 17:51:10.326024,66,302
67,2025-01-14 17:51:10.326024,67,499
68,2025-01-14 17:51:10.326024,68,236
69,2025-01-14 17:51:10.326024,69,602
70,2025-01-14 17:51:10.326024,70,656
71,2025-01-14 17:51:10.326024,71,544
72,2025-01-14 17:51:10.326024,72,270
73,2025-01-14 17:51:10.326024,73,365
74,2025-01-14 17:51:10.326024,74,504
75,2025-01-14 17:51:10.326024,75,327
76,2025-01-14 17:51:10.326024,76,624
77,2025-01-14 17:51:10.326024,77,589
78,2025-01-14 17:51:10.326024,78,247
79,2025-01-14 17:51:10.326024,79,424
80,2025-01-14 17:51:10.326024,80,652
81,2025-01-14 17:51:10.326024,81,646
82,2025-01-14 17:51:10.326024,82,634
83,2025-01-14 17:51:10.326024,83,267
84,2025-01-14 17:51:10.326024,84,401
85,2025-01-14 17:51:10.326024,85,310
86,2025-01-14 17:51:10.326024,86,580
87,2025-01-14 17:51:10.326024,87,440
88,2025-01-14 17:51:10.326024,88,663
89,2025-01-14 17:51:10.326024,89,520
90,2025-01-14 17:51:10.326024,90,315
91,2025-01-14 17:51:10.326024,91,506
92,2025-01-14 17:51:10.326024,92,372
93,2025-01-14 17:51:10.326024,93,332
94,2025-01-14 17:51:10.326024,94,394
95,2025-01-14 17:51:10.326024,95,611
96,2025-01-14 17:51:10.326024,96,291
97,2025-01-14 17:51:10.326024,97,445
98,2025-01-14 17:51:10.326024,98,374
99,2025-01-14 17:51:10.326024,99,569
100,2025-01-14 17:51:10.326024,100,510
101,2025-01-14 17:51:10.326024,101,330
102,2025-01-14 17:51:10.326024,102,395
103,2025-01-14 17:51:10.326024,103,201
104,2025-01-14 17:51:10.326024,104,629
105,2025-01-14 17:51:10.326024,105,501
106,2025-01-14 17:51:10.326024,106,249
107,2025-01-14 17:51:10.326024,107,646
108,2025-01-14 17:51:10.326024,108,409
109,2025-01-14 17:51:10.326024,109,574
110,2025-01-14 17:51:10.326024,110,568
111,2025-01-14 17:51:10.326024,111,561
112,2025-01-14 17:51:10.326024,112,467
113,2025-01-14 17:51:10.326024,113,542
114,2025-01-14 17:51:10.326024,114,205
115,2025-01-14 17:51:10.326024,115,372
116,2025-01-14 17:51:10.326024,116,598
117,2025-01-14 17:51:10.326024,117,421
118,2025-01-14 17:51:10.326024,118,207
119,2025-01-14 17:51:10.326024,119,374
120,2025-01-14 17:51:10.326024,120,569
121,2025-01-14 17:51:10.326024,121,213
122,2025-01-14 17:51:10.326024,122,203
123,2025-01-14 17:51:10.326024,123,248
124,2025-01-14 17:51:10.326024,124,593
125,2025-01-14 17:51:10.326024,125,507
126,2025-01-14 17:51:10.326024,126,318
127,2025-01-14 17:51:10.326024,127,616
128,2025-01-14 17:51:10.326024,128,245
129,2025-01-14 17:51:10.326024,129,648
130,2025-01-14 17:51:10.326024,130,323
131,2025-01-14 17:51:10.326024,131,452
132,2025-01-14 17:51:10.326024,132,276
133,2025-01-14 17:51:10.326024,133,579
134,2025-01-14 17:51:10.326024,134,570
135,2025-01-14 17:51:10.326024,135,565
136,2025-01-14 17:51:10.326024,136,422
137,2025-01-14 17:51:10.326024,137,617
138,2025-01-14 17:51:10.326024,138,521
139,2025-01-14 17:51:10.326024,139,441
140,2025-01-14 17:51:10.326024,140,622
141,2025-01-14 17:51:10.326024,141,228
142,2025-01-14 17:51:10.326024,142,581
143,2025-01-14 17:51:10.326024,143,204
144,2025-01-14 17:51:10.326024,144,532
145,2025-01-14 17:51:10.326024,145,648
146,2025-01-14 17:51:10.326024,146,536
147,2025-01-14 17:51:10.326024,147,227
148,2025-01-14 17:51:10.326024,148,426
149,2025-01-14 17:51:10.326024,149,483
150,2025-01-14 17:51:10.326024,150,373
151,2025-01-14 17:51:10.326024,151,567
152,2025-01-14 17:51:10.326024,152,422
153,2025-01-14 17:51:10.326024,153,387
154,2025-01-14 17:51:10.326024,154,239
155,2025-01-14 17:51:10.326024,155,326
156,2025-01-14 17:51:10.326024,156,535
157,2025-01-14 17:51:10.326024,157,494
158,2025-01-14 17:51:10.326024,158,222
159,2025-01-14 17:51:10.326024,159,252
160,2025-01-14 17:51:10.326024,160,365
161,2025-01-14 17:51:10.326024,161,555
162,2025-01-14 17:51:10.326024,162,565
163,2025-01-14 17:51:10.326024,163,455
164,2025-01-14 17:51:10.326024,164,542
165,2025-01-14 17:51:10.326024,165,197
166,2025-01-14 17:51:10.326024,166,280
167,2025-01-14 17:51:10.326024,167,291
168,2025-01-14 17:51:10.326024,168,403
169,2025-01-14 17:51:10.326024,169,415
170,2025-01-14 17:51:10.326024,170,270
171,2025-01-14 17:51:10.326024,171,481
172,2025-01-14 17:51:10.326024,172,542
173,2025-01-14 17:51:10.326024,173,569
174,2025-01-14 17:51:10.326024,174,476
175,2025-01-14 17:51:10.326024,175,199
176,2025-01-14 17:51:10.326024,176,501
177,2025-01-14 17:51:10.326024,177,309
178,2025-01-14 17:51:10.326024,178,406
179,2025-01-14 17:51:10.326024,179,483
180,2025-01-14 17:51:10.326024,180,458
181,2025-01-14 17:51:10.326024,181,593
182,2025-01-14 17:51:10.326024,182,215
183,2025-01-14 17:51:10.326024,183,471
184,2025-01-14 17:51:10.326024,184,261
185,2025-01-14 17:51:10.326024,185,399
186,2025-01-14 17:51:10.326024,186,414
187,2025-01-14 17:51:10.326024,187,403
188,2025-01-14 17:51:10.326024,188,219
189,2025-01-14 17:51:10.326024,189,515
190,2025-01-14 17:51:10.326024,190,232
191,2025-01-14 17:51:10.326024,191,310
192,2025-01-14 17:51:10.326024,192,599
193,2025-01-14 17:51:10.326024,193,351
194,2025-01-14 17:51:10.326024,194,360
195,2025-01-14 17:51:10.326024,195,374
196,2025-01-14 17:51:10.326024,196,242
197,2025-01-14 17:51:10.326024,197,237
198,2025-01-14 17:51:10.326024,198,397
199,2025-01-14 17:51:10.326024,199,267
200,2025-01-14 17:51:10.326024,200,537
201,2025-01-14 17:51:10.326024,201,591
202,2025-01-14 17:51:10.326024,202,435
203,2025-01-14 17:51:10.326024,203,604
204,2025-01-14 17:51:10.326024,204,302
205,2025-01-14 17:51:10.326024,205,517
206,2025-01-14 17:51:10.326024,206,563
207,2025-01-14 17:51:10.326024,207,277
208,2025-01-14 17:51:10.326024,208,361
209,2025-01-14 17:51:10.326024,209,406
210,2025-01-14 17:51:10.326024,210,652
211,2025-01-14 17:51:10.326024,211,382
212,2025-01-14 17:51:10.326024,212,398
213,2025-01-14 17:51:10.326024,213,583
214,2025-01-14 17:51:10.326024,214,266
215,2025-01-14 17:51:10.326024,215,398
216,2025-01-14 17:51:10.326024,216,575
217,2025-01-14 17:51:10.326024,217,349
218,2025-01-14 17:51:10.326024,218,529
219,2025-01-14 17:51:10.326024,219,288
220,2025-01-14 17:51:10.326024,220,355
221,2025-01-14 17:51:10.326024,221,354
222,2025-01-14 17:51:10.326024,222,263
223,2025-01-14 17:51:10.326024,223,667
224,2025-01-14 17:51:10.326024,224,551
225,2025-01-14 17:51:10.326024,225,591
226,2025-01-14 17:51:10.326024,226,235
227,2025-01-14 17:51:10.326024,227,654
228,2025-01-14 17:51:10.326024,228,267
229,2025-01-14 17:51:10.326024,229,308
230,2025-01-14 17:51:10.326024,230,609
231,2025-01-14 17:51:10.326024,231,451
232,2025-01-14 17:51:10.326024,232,392
233,2025-01-14 17:51:10.326024,233,617
234,2025-01-14 17:51:10.326024,234,333
235,2025-01-14 17:51:10.326024,235,553
236,2025-01-14 17:51:10.326024,236,388
237,2025-01-14 17:51:10.326024,237,319
238,2025-01-14 17:51:10.326024,238,220
239,2025-01-14 17:51:10.326024,239,434
240,2025-01-14 17:51:10.326024,240,544
241,2025-01-14 17:51:10.326024,241,276
242,2025-01-14 17:51:10.326024,242,396
243,2025-01-14 17:51:10.326024,243,604
244,2025-01-14 17:51:10.326024,244,207
245,2025-01-14 17:51:10.326024,245,289
246,2025-01-14 17:51:10.326024,246,662
247,2025-01-14 17:51:10.326024,247,527
248,2025-01-14 17:51:10.326024,248,366
249,2025-01-14 17:51:10.326024,249,471
250,2025-01-14 17:51:10.326024,250,241
251,2025-01-14 17:51:10.326024,251,264
252,2025-01-14 17:51:10.326024,252,663
253,2025-01-14 17:51:10.326024,253,433
254,2025-01-14 17:51:10.326024,254,275
255,2025-01-14 17:51:10.326024,255,365
256,2025-01-14 17:51:10.326024,256,443
257,2025-01-14 17:51:10.326024,257,214
258,2025-01-14 17:51:10.326024,258,416
259,2025-01-14 17:51:10.326024,259,387
260,2025-01-14 17:51:10.326024,260,408
261,2025-01-14 17:51:10.326024,261,559
262,2025-01-14 17:51:10.326024,262,464
263,2025-01-14 17:51:10.326024,263,546
264,2025-01-14 17:51:10.326024,264,389
265,2025-01-14 17:51:10.326024,265,366
266,2025-01-14 17:51:10.326024,266,287
267,2025-01-14 17:51:10.326024,267,589
268,2025-01-14 17:51:10.326024,268,291
269,2025-01-14 17:51:10.326024,269,345
270,2025-01-14 17:51:10.326024,270,536
271,2025-01-14 17:51:10.326024,271,196
272,2025-01-14 17:51:10.326024,272,548
273,2025-01-14 17:51:10.326024,273,196
274,2025-01-14 17:51:10.326024,274,603
275,2025-01-14 17:51:10.326024,275,354
276,2025-01-14 17:51:10.326024,276,574
277,2025-01-14 17:51:10.326024,277,596
278,2025-01-14 17:51:10.326024,278,202
279,2025-01-14 17:51:10.326024,279,240
280,2025-01-14 17:51:10.326024,280,331
281,2025-01-14 17:51:10.326024,281,295
282,2025-01-14 17:51:10.326024,282,415
283,2025-01-14 17:51:10.326024,283,391
284,2025-01-14 17:51:10.326024,284,557
285,2025-01-14 17:51:10.326024,285,466
286,2025-01-14 17:51:10.326024,286,360
287,2025-01-14 17:51:10.326024,287,380
288,2025-01-14 17:51:10.326024,288,536
289,2025-01-14 17:51:10.326024,289,306
290,2025-01-14 17:51:10.326024,290,277
291,2025-01-14 17:51:10.326024,291,423
292,2025-01-14 17:51:10.326024,292,643
293,2025-01-14 17:51:10.326024,293,409
294,2025-01-14 17:51:10.326024,294,496
295,2025-01-14 17:51:10.326024,295,241
296,2025-01-14 17:51:10.326024,296,282
297,2025-01-14 17:51:10.326024,297,665
298,2025-01-14 17:51:10.326024,298,240
299,2025-01-14 17:51:10.326024,299,216
300,2025-01-14 17:51:10.326024,300,504
301,2025-01-14 17:51:10.326024,301,302
302,2025-01-14 17:51:10.326024,302,386
303,2025-01-14 17:51:10.326024,303,631
304,2025-01-14 17:51:10.326024,304,301
305,2025-01-14 17:51:10.326024,305,347
306,2025-01-14 17:51:10.326024,306,196
307,2025-01-14 17:51:10.326024,307,211
308,2025-01-14 17:51:10.326024,308,336
309,2025-01-14 17:51:10.326024,309,471
310,2025-01-14 17:51:10.326024,310,311
311,2025-01-14 17:51:10.326024,311,594
312,2025-01-14 17:51:10.326024,312,635
313,2025-01-14 17:51:10.326024,313,279
314,2025-01-14 17:51:10.326024,314,315
315,2025-01-14 17:51:10.326024,315,627
316,2025-01-14 17:51:10.326024,316,467
317,2025-01-14 17:51:10.326024,317,501
318,2025-01-14 17:51:10.326024,318,376
319,2025-01-14 17:51:10.326024,319,378
320,2025-01-14 17:51:10.326024,320,198
321,2025-01-14 17:51:10.326024,321,551
322,2025-01-14 17:51:10.326024,322,498
323,2025-01-14 17:51:10.326024,323,647
324,2025-01-14 17:51:10.326024,324,200
325,2025-01-14 17:51:10.326024,325,634
326,2025-01-14 17:51:10.326024,326,292
327,2025-01-14 17:51:10.326024,327,242
328,2025-01-14 17:51:10.326024,328,423
329,2025-01-14 17:51:10.326024,329,610
330,2025-01-14 17:51:10.326024,330,649
331,2025-01-14 17:51:10.326024,331,328
332,2025-01-14 17:51:10.326024,332,226
333,2025-01-14 17:51:10.326024,333,327
334,2025-01-14 17:51:10.343328,334,640
335,2025-01-14 17:51:10.343328,335,370
336,2025-01-14 17:51:10.343328,336,253
337,2025-01-14 17:51:10.343328,337,313
338,2025-01-14 17:51:10.343328,338,256
339,2025-01-14 17:51:10.343328,339,570
340,2025-01-14 17:51:10.343328,340,293
341,2025-01-14 17:51:10.343328,341,527
342,2025-01-14 17:51:10.343328,342,219
343,2025-01-14 17:51:10.343328,343,542
344,2025-01-14 17:51:10.343328,344,203
345,2025-01-14 17:51:10.343328,345,261
346,2025-01-14 17:51:10.343328,346,560
347,2025-01-14 17:51:10.343328,347,371
348,2025-01-14 17:51:10.343328,348,660
349,2025-01-14 17:51:10.343328,349,378
350,2025-01-14 17:51:10.343328,350,635
351,2025-01-14 17:51:10.343328,351,642
352,2025-01-14 17:51:10.343328,352,215
353,2025-01-14 17:51:10.343328,353,327
354,2025-01-14 17:51:10.343328,354,597
355,2025-01-14 17:51:10.343328,355,312
356,2025-01-14 17:51:10.343328,356,527
357,2025-01-14 17:51:10.343328,357,446
358,2025-01-14 17:51:10.343328,358,427
359,2025-01-14 17:51:10.343328,359,323
360,2025-01-14 17:51:10.343328,360,566
361,2025-01-14 17:51:10.343328,361,195
362,2025-01-14 17:51:10.343328,362,487
363,2025-01-14 17:51:10.343328,363,604
364,2025-01-14 17:51:10.343328,364,658
365,2025-01-14 17:51:10.343328,365,416
366,2025-01-14 17:51:10.343328,366,214
367,2025-01-14 17:51:10.343328,367,309
368,2025-01-14 17:51:10.343328,368,380
369,2025-01-14 17:51:10.343328,369,226
370,2025-01-14 17:51:10.343328,370,483
371,2025-01-14 17:51:10.343328,371,654
372,2025-01-14 17:51:10.343328,372,590
373,2025-01-14 17:51:10.343328,373,643
374,2025-01-14 17:51:10.343328,374,360
375,2025-01-14 17:51:10.343328,375,496
376,2025-01-14 17:51:10.343328,376,392
377,2025-01-14 17:51:10.343328,377,477
378,2025-01-14 17:51:10.343328,378,579
379,2025-01-14 17:51:10.343328,379,515
380,2025-01-14 17:51:10.343328,380,259
381,2025-01-14 17:51:10.343328,381,215
382,2025-01-14 17:51:10.343328,382,661
383,2025-01-14 17:51:10.343328,383,307
384,2025-01-14 17:51:10.343328,384,658
385,2025-01-14 17:51:10.343328,385,604
386,2025-01-14 17:51:10.343328,386,511
387,2025-01-14 17:51:10.343328,387,419
388,2025-01-14 17:51:10.343328,388,272
389,2025-01-14 17:51:10.343328,389,414
390,2025-01-14 17:51:10.343328,390,427
391,2025-01-14 17:51:10.343328,391,618
392,2025-01-14 17:51:10.343328,392,590
393,2025-01-14 17:51:10.343328,393,620
394,2025-01-14 17:51:10.343328,394,340
395,2025-01-14 17:51:10.343328,395,401
396,2025-01-14 17:51:10.343328,396,609
397,2025-01-14 17:51:10.343328,397,284
398,2025-01-14 17:51:10.343328,398,622
399,2025-01-14 17:51:10.343328,399,576
400,2025-01-14 17:51:10.343328,400,211
401,2025-01-14 17:51:10.343328,401,429
402,2025-01-14 17:51:10.343328,402,276
403,2025-01-14 17:51:10.343328,403,527
404,2025-01-14 17:51:10.343328,404,406
405,2025-01-14 17:51:10.343328,405,302
406,2025-01-14 17:51:10.343328,406,346
407,2025-01-14 17:51:10.343328,407,665
408,2025-01-14 17:51:10.343328,408,293
409,2025-01-14 17:51:10.343328,409,461
410,2025-01-14 17:51:10.343328,410,309
411,2025-01-14 17:51:10.343328,411,534
412,2025-01-14 17:51:10.343328,412,489
413,2025-01-14 17:51:10.343328,413,321
414,2025-01-14 17:51:10.343328,414,554
415,2025-01-14 17:51:10.343328,415,641
416,2025-01-14 17:51:10.343328,416,416
417,2025-01-14 17:51:10.343328,417,486
418,2025-01-14 17:51:10.343328,418,427
419,2025-01-14 17:51:10.343328,419,545
420,2025-01-14 17:51:10.343328,420,257
421,2025-01-14 17:51:10.343328,421,377
422,2025-01-14 17:51:10.343328,422,336
423,2025-01-14 17:51:10.343328,423,649
424,2025-01-14 17:51:10.343328,424,423
425,2025-01-14 17:51:10.343328,425,633
426,2025-01-14 17:51:10.343328,426,331
427,2025-01-14 17:51:10.343328,427,496
428,2025-01-14 17:51:10.343328,428,585
429,2025-01-14 17:51:10.343328,429,574
430,2025-01-14 17:51:10.343328,430,653
431,2025-01-14 17:51:10.343328,431,623
432,2025-01-14 17:51:10.343328,432,559
433,2025-01-14 17:51:10.343328,433,566
434,2025-01-14 17:51:10.343328,434,607
435,2025-01-14 17:51:10.343328,435,558
436,2025-01-14 17:51:10.343328,436,520
437,2025-01-14 17:51:10.343328,437,435
438,2025-01-14 17:51:10.343328,438,547
439,2025-01-14 17:51:10.343328,439,518
440,2025-01-14 17:51:10.343328,440,484
441,2025-01-14 17:51:10.343328,441,624
442,2025-01-14 17:51:10.343328,442,208
443,2025-01-14 17:51:10.343328,443,514
444,2025-01-14 17:51:10.343328,444,646
445,2025-01-14 17:51:10.343328,445,364
446,2025-01-14 17:51:10.343328,446,285
447,2025-01-14 17:51:10.343328,447,351
448,2025-01-14 17:51:10.343328,448,300
449,2025-01-14 17:51:10.343328,449,372
450,2025-01-14 17:51:10.343328,450,555
451,2025-01-14 17:51:10.343328,451,663
452,2025-01-14 17:51:10.343328,452,591
453,2025-01-14 17:51:10.343328,453,484
454,2025-01-14 17:51:10.343328,454,417
455,2025-01-14 17:51:10.343328,455,631
456,2025-01-14 17:51:10.343328,456,630
457,2025-01-14 17:51:10.343328,457,617
458,2025-01-14 17:51:10.343328,458,587
459,2025-01-14 17:51:10.343328,459,325
460,2025-01-14 17:51:10.343328,460,293
461,2025-01-14 17:51:10.343328,461,620
462,2025-01-14 17:51:10.343328,462,436
463,2025-01-14 17:51:10.343328,463,498
464,2025-01-14 17:51:10.343328,464,607
465,2025-01-14 17:51:10.343328,465,205
466,2025-01-14 17:51:10.343328,466,435
467,2025-01-14 17:51:10.343328,467,571
468,2025-01-14 17:51:10.343328,468,540
469,2025-01-14 17:51:10.343328,469,369
470,2025-01-14 17:51:10.343328,470,584
471,2025-01-14 17:51:10.343328,471,486
472,2025-01-14 17:51:10.343328,472,358
473,2025-01-14 17:51:10.343328,473,223
474,2025-01-14 17:51:10.343328,474,210
475,2025-01-14 17:51:10.343328,475,299
476,2025-01-14 17:51:10.343328,476,603
477,2025-01-14 17:51:10.343328,477,480
478,2025-01-14 17:51:10.343328,478,574
479,2025-01-14 17:51:10.343328,479,608
480,2025-01-14 17:51:10.343328,480,547
481,2025-01-14 17:51:10.343328,481,665
482,2025-01-14 17:51:10.343328,482,372
483,2025-01-14 17:51:10.343328,483,662
484,2025-01-14 17:51:10.343328,484,462
485,2025-01-14 17:51:10.343328,485,265
486,2025-01-14 17:51:10.343328,486,543
487,2025-01-14 17:51:10.343328,487,203
488,2025-01-14 17:51:10.343328,488,496
489,2025-01-14 17:51:10.343328,489,338
490,2025-01-14 17:51:10.343328,490,595
491,2025-01-14 17:51:10.343328,491,424
492,2025-01-14 17:51:10.343328,492,662
493,2025-01-14 17:51:10.343328,493,444
494,2025-01-14 17:51:10.343328,494,216
495,2025-01-14 17:51:10.343328,495,462
496,2025-01-14 17:51:10.343328,496,446
497,2025-01-14 17:51:10.343328,497,208
498,2025-01-14 17:51:10.343328,498,437
499,2025-01-14 17:51:10.343328,499,426
500,2025-01-14 17:51:10.343328,500,537
501,2025-01-14 17:51:10.343328,501,368
502,2025-01-14 17:51:10.343328,502,250
503,2025-01-14 17:51:10.343328,503,405
504,2025-01-14 17:51:10.343328,504,398
505,2025-01-14 17:51:10.343328,505,611
506,2025-01-14 17:51:10.343328,506,621
507,2025-01-14 17:51:10.343328,507,301
508,2025-01-14 17:51:10.343328,508,303
509,2025-01-14 17:51:10.343328,509,527
510,2025-01-14 17:51:10.343328,510,224
511,2025-01-14 17:51:10.343328,511,377
512,2025-01-14 17:51:10.343328,512,194
513,2025-01-14 17:51:10.343328,513,657
514,2025-01-14 17:51:10.343328,514,418
515,2025-01-14 17:51:10.343328,515,560
516,2025-01-14 17:51:10.343328,516,534
517,2025-01-14 17:51:10.343328,517,513
518,2025-01-14 17:51:10.343328,518,446
519,2025-01-14 17:51:10.343328,519,273
520,2025-01-14 17:51:10.343328,520,532
521,2025-01-14 17:51:10.343328,521,239
522,2025-01-14 17:51:10.343328,522,429
523,2025-01-14 17:51:10.343328,523,454
524,2025-01-14 17:51:10.343328,524,482
525,2025-01-14 17:51:10.343328,525,636
526,2025-01-14 17:51:10.343328,526,467
527,2025-01-14 17:51:10.343328,527,324
528,2025-01-14 17:51:10.343328,528,602
529,2025-01-14 17:51:10.343328,529,421
530,2025-01-14 17:51:10.343328,530,480
531,2025-01-14 17:51:10.343328,531,452
532,2025-01-14 17:51:10.343328,532,357
533,2025-01-14 17:51:10.343328,533,416
534,2025-01-14 17:51:10.343328,534,563
535,2025-01-14 17:51:10.343328,535,204
536,2025-01-14 17:51:10.343328,536,647
537,2025-01-14 17:51:10.343328,537,226
538,2025-01-14 17:51:10.343328,538,535
539,2025-01-14 17:51:10.343328,539,516
540,2025-01-14 17:51:10.343328,540,195
541,2025-01-14 17:51:10.343328,541,512
542,2025-01-14 17:51:10.343328,542,433
543,2025-01-14 17:51:10.343328,543,656
544,2025-01-14 17:51:10.343328,544,498
545,2025-01-14 17:51:10.343328,545,639
546,2025-01-14 17:51:10.343328,546,531
547,2025-01-14 17:51:10.343328,547,490
548,2025-01-14 17:51:10.343328,548,532
549,2025-01-14 17:51:10.343328,549,637
550,2025-01-14 17:51:10.343328,550,493
551,2025-01-14 17:51:10.343328,551,569
552,2025-01-14 17:51:10.343328,552,601
553,2025-01-14 17:51:10.343328,553,323
554,2025-01-14 17:51:10.343328,554,639
555,2025-01-14 17:51:10.343328,555,334
556,2025-01-14 17:51:10.343328,556,230
557,2025-01-14 17:51:10.343328,557,237
558,2025-01-14 17:51:10.343328,558,234
559,2025-01-14 17:51:10.343328,559,409
560,2025-01-14 17:51:10.343328,560,573
561,2025-01-14 17:51:10.343328,561,623
562,2025-01-14 17:51:10.343328,562,603
563,2025-01-14 17:51:10.343328,563,636
564,2025-01-14 17:51:10.343328,564,426
565,2025-01-14 17:51:10.343328,565,562
566,2025-01-14 17:51:10.343328,566,423
567,2025-01-14 17:51:10.343328,567,373
568,2025-01-14 17:51:10.343328,568,564
569,2025-01-14 17:51:10.343328,569,390
570,2025-01-14 17:51:10.343328,570,266
571,2025-01-14 17:51:10.343328,571,204
572,2025-01-14 17:51:10.343328,572,512
573,2025-01-14 17:51:10.343328,573,613
574,2025-01-14 17:51:10.343328,574,447
575,2025-01-14 17:51:10.343328,575,610
576,2025-01-14 17:51:10.343328,576,585
577,2025-01-14 17:51:10.343328,577,370
578,2025-01-14 17:51:10.343328,578,213
579,2025-01-14 17:51:10.343328,579,278
580,2025-01-14 17:51:10.343328,580,522
581,2025-01-14 17:51:10.343328,581,617
582,2025-01-14 17:51:10.343328,582,634
583,2025-01-14 17:51:10.343328,583,414
584,2025-01-14 17:51:10.343328,584,617
585,2025-01-14 17:51:10.343328,585,520
586,2025-01-14 17:51:10.343328,586,257
587,2025-01-14 17:51:10.343328,587,398
588,2025-01-14 17:51:10.343328,588,210
589,2025-01-14 17:51:10.343328,589,258
590,2025-01-14 17:51:10.343328,590,419
591,2025-01-14 17:51:10.343328,591,420
592,2025-01-14 17:51:10.343328,592,284
593,2025-01-14 17:51:10.343328,593,274
594,2025-01-14 17:51:10.343328,594,604
595,2025-01-14 17:51:10.343328,595,282
596,2025-01-14 17:51:10.343328,596,622
597,2025-01-14 17:51:10.343328,597,205
598,2025-01-14 17:51:10.343328,598,577
599,2025-01-14 17:51:10.343328,599,489
600,2025-01-14 17:51:10.343328,600,247
601,2025-01-14 17:51:10.343328,601,380
602,2025-01-14 17:51:10.343328,602,419
603,2025-01-14 17:51:10.343328,603,412
604,2025-01-14 17:51:10.343328,604,632
605,2025-01-14 17:51:10.343328,605,608
606,2025-01-14 17:51:10.343328,606,239
607,2025-01-14 17:51:10.343328,607,313
608,2025-01-14 17:51:10.343328,608,314
609,2025-01-14 17:51:10.343328,609,596
610,2025-01-14 17:51:10.343328,610,197
611,2025-01-14 17:51:10.343328,611,476
612,2025-01-14 17:51:10.343328,612,261
613,2025-01-14 17:51:10.343328,613,204
614,2025-01-14 17:51:10.343328,614,277
615,2025-01-14 17:51:10.343328,615,639
616,2025-01-14 17:51:10.343328,616,277
617,2025-01-14 17:51:10.343328,617,395
618,2025-01-14 17:51:10.343328,618,301
619,2025-01-14 17:51:10.343328,619,471
620,2025-01-14 17:51:10.343328,620,229
621,2025-01-14 17:51:10.343328,621,270
622,2025-01-14 17:51:10.343328,622,357
623,2025-01-14 17:51:10.343328,623,533
624,2025-01-14 17:51:10.343328,624,285
625,2025-01-14 17:51:10.343328,625,579
626,2025-01-14 17:51:10.343328,626,217
627,2025-01-14 17:51:10.343328,627,660
628,2025-01-14 17:51:10.343328,628,558
629,2025-01-14 17:51:10.343328,629,290
630,2025-01-14 17:51:10.343328,630,430
631,2025-01-14 17:51:10.343328,631,308
632,2025-01-14 17:51:10.343328,632,583
633,2025-01-14 17:51:10.343328,633,661
634,2025-01-14 17:51:10.343328,634,569
